company_id,company_name,sector,hq_state,founded_year,fiscal_year,revenue_musd,net_income_musd,net_margin_pct,employees,rd_spend_musd,market_cap_musd,total_assets_musd,revenue_growth_pct,fortune500_rank,roa_pct,revenue_per_employee_k
C0003,Metro Technologies,Industrials,GA,1901,2016,70257.5,3187.7,4.54,568152,1353.9,233359.7,221938.8,4.26,298,1.44,123.7
C0003,Metro Technologies,Industrials,GA,1901,2017,79630.8,2527.6,3.17,596258,377.1,342544.8,225096.2,13.34,297,1.12,133.6
C0003,Metro Technologies,Industrials,GA,1901,2018,87861.9,10918.4,12.43,605227,1829.1,254179.3,218538.2,10.34,293,5.0,145.2
C0003,Metro Technologies,Industrials,GA,1901,2019,89249.6,7795.1,8.73,695609,143.1,257453.7,187529.1,1.58,303,4.16,128.3
C0003,Metro Technologies,Industrials,GA,1901,2020,84074.0,8648.5,10.29,620121,325.6,416237.3,153980.3,-5.8,306,5.62,135.6
C0003,Metro Technologies,Industrials,GA,1901,2021,103495.8,10105.3,9.76,811837,3607.5,374516.8,195271.7,23.1,287,5.17,127.5
C0003,Metro Technologies,Industrials,GA,1901,2022,114443.4,8923.9,7.8,957285,4388.7,124960.6,288778.7,10.58,282,3.09,119.5
C0003,Metro Technologies,Industrials,GA,1901,2023,119351.8,9989.1,8.37,987863,3998.2,169477.3,123839.0,4.29,283,8.07,120.8
C0004,Vertex Motors,Financial Services,GA,1894,2014,137614.5,28747.4,20.89,1323011,519.0,634454.3,347895.1,3.5,146,8.26,104.0
C0004,Vertex Motors,Financial Services,GA,1894,2015,130121.9,29032.1,22.31,1222998,4910.2,189992.2,355273.5,-5.44,174,8.17,106.4
C0004,Vertex Motors,Financial Services,GA,1894,2016,139750.2,29938.5,21.42,1345371,3940.1,415743.3,272475.0,7.4,168,10.99,103.9
C0004,Vertex Motors,Financial Services,GA,1894,2017,134012.0,28584.3,21.33,1082161,415.1,567989.2,258102.8,-4.11,193,11.07,123.8
C0004,Vertex Motors,Financial Services,GA,1894,2018,160144.9,32365.9,20.21,1312282,1318.4,812215.8,224686.4,19.5,169,14.4,122.0
C0004,Vertex Motors,Financial Services,GA,1894,2019,178061.0,33036.3,18.55,1483791,349.8,280192.5,186190.5,11.19,161,17.74,120.0
C0004,Vertex Motors,Financial Services,GA,1894,2020,181660.2,41430.4,22.81,1609940,4548.7,323163.6,497992.9,2.02,157,8.32,112.8
C0004,Vertex Motors,Financial Services,GA,1894,2021,187442.7,47831.9,25.52,1598753,679.1,352641.2,357459.9,3.18,165,13.38,117.2
C0004,Vertex Motors,Financial Services,GA,1894,2022,206852.0,46408.5,22.44,1834385,1512.6,472599.7,496929.1,10.35,165,9.34,112.8
C0004,Vertex Motors,Financial Services,GA,1894,2023,233597.2,59470.0,25.46,2146129,1577.9,1145918.0,311193.1,12.93,162,19.11,108.8
C0005,Global Dynamics,Energy,GA,1895,2014,175793.7,6495.2,3.69,469503,6900.9,512546.9,520795.3,33.95,111,1.25,374.4
C0005,Global Dynamics,Energy,GA,1895,2015,169418.1,3964.1,2.34,529171,4392.6,719413.1,319317.7,-3.63,123,1.24,320.2
C0005,Global Dynamics,Energy,GA,1895,2016,253185.0,11574.8,4.57,720303,6709.7,956720.1,787240.7,49.44,78,1.47,351.5
C0005,Global Dynamics,Energy,GA,1895,2017,299583.5,29037.7,9.69,880101,8826.6,861621.3,418110.4,18.33,74,6.94,340.4
C0005,Global Dynamics,Energy,GA,1895,2018,338595.2,34691.8,10.25,1018764,10120.9,1600504.8,517017.7,13.02,65,6.71,332.4
C0005,Global Dynamics,Energy,GA,1895,2019,280433.9,2483.6,0.89,773138,3267.9,889693.6,821811.3,-17.18,96,0.3,362.7
C0005,Global Dynamics,Energy,GA,1895,2020,317025.6,-6001.6,-1.89,903790,6066.7,255930.2,484696.7,13.05,83,-1.24,350.8
C0005,Global Dynamics,Energy,GA,1895,2021,366617.6,-3802.8,-1.04,1119904,1025.5,567558.3,989532.4,15.64,78,-0.38,327.4
C0005,Global Dynamics,Energy,GA,1895,2022,457783.8,-21317.8,-4.66,1429427,4408.5,586420.8,597690.7,24.87,62,-3.57,320.3
C0005,Global Dynamics,Energy,GA,1895,2023,540314.0,-56608.0,-10.48,1665318,6783.0,586578.7,648942.9,18.03,57,-8.72,324.5
C0006,Summit Dynamics,Health Care,IL,1949,2014,39669.6,4959.8,12.5,349154,5734.1,114298.5,43107.1,-7.7,398,11.51,113.6
C0006,Summit Dynamics,Health Care,IL,1949,2015,42356.7,3632.3,8.58,344248,3356.8,141367.7,91912.9,6.77,396,3.95,123.0
C0006,Summit Dynamics,Health Care,IL,1949,2016,51187.5,5528.3,10.8,440899,7889.6,263767.9,148837.7,20.85,376,3.71,116.1
C0006,Summit Dynamics,Health Care,IL,1949,2017,59293.3,7747.7,13.07,460069,6704.3,291404.0,100364.3,15.84,365,7.72,128.9
C0006,Summit Dynamics,Health Care,IL,1949,2018,68248.5,9048.2,13.26,521458,1354.8,338461.1,124664.4,15.1,346,7.26,130.9
C0006,Summit Dynamics,Health Care,IL,1949,2019,72361.1,7875.4,10.88,550558,10712.2,148076.0,217123.5,6.03,339,3.63,131.4
C0006,Summit Dynamics,Health Care,IL,1949,2020,68668.2,6812.6,9.92,529143,3911.0,344991.2,103591.2,-5.1,345,6.58,129.8
C0006,Summit Dynamics,Health Care,IL,1949,2021,73662.8,8941.8,12.14,632426,10402.3,186348.0,207787.3,7.27,353,4.3,116.5
C0006,Summit Dynamics,Health Care,IL,1949,2022,83218.8,11667.3,14.02,744029,1378.9,150212.6,174218.9,12.97,345,6.7,111.8
C0006,Summit Dynamics,Health Care,IL,1949,2023,87860.5,10189.8,11.6,750213,6428.1,151427.5,118580.1,5.58,344,8.59,117.1
C0007,Continental Energy,Energy,NC,1951,2014,276780.0,27299.4,9.86,1127090,2220.5,472953.8,544372.1,9.43,66,5.01,245.6
C0007,Continental Energy,Energy,NC,1951,2015,328175.4,14223.5,4.33,1454565,10537.3,673403.2,502275.4,18.57,53,2.83,225.6
C0007,Continental Energy,Energy,NC,1951,2016,367026.0,-2974.6,-0.81,1474676,3298.7,866038.2,667308.1,11.84,50,-0.45,248.9
C0007,Continental Energy,Energy,NC,1951,2017,450769.9,16375.4,3.63,1951865,3803.3,2174296.7,1287981.8,22.82,32,1.27,230.9
C0007,Continental Energy,Energy,NC,1951,2018,640326.5,36493.6,5.7,2817017,7832.5,2275393.4,1695535.8,42.05,14,2.15,227.3
C0007,Continental Energy,Energy,NC,1951,2019,746101.1,74993.5,10.05,3197323,13167.9,3469568.2,1576625.4,16.52,6,4.76,233.4
C0007,Continental Energy,Energy,NC,1951,2020,824281.2,-89392.6,-10.84,3119872,7858.3,1315868.0,1699780.8,10.48,1,-5.26,264.2
C0007,Continental Energy,Energy,NC,1951,2021,949636.5,-4080.2,-0.43,4213373,9372.0,2008558.5,2335474.4,15.21,2,-0.17,225.4
C0007,Continental Energy,Energy,NC,1951,2022,818723.6,50445.3,6.16,3664392,23639.4,3950746.2,2590135.5,-13.79,14,1.95,223.4
C0007,Continental Energy,Energy,NC,1951,2023,897122.1,132018.5,14.72,4034403,3366.3,2399492.4,2613980.5,9.58,14,5.05,222.4
C0008,Vertex Financial,Consumer Goods,IL,1964,2014,88228.1,12832.6,14.54,536501,2512.4,292722.4,179975.8,3.35,244,7.13,164.5
C0008,Vertex Financial,Consumer Goods,IL,1964,2015,90679.7,13995.1,15.43,626751,112.1,236387.1,278735.0,2.78,247,5.02,144.7
C0008,Vertex Financial,Consumer Goods,IL,1964,2016,89875.9,10261.3,11.42,607413,3184.1,165260.2,190714.2,-0.89,260,5.38,148.0
C0008,Vertex Financial,Consumer Goods,IL,1964,2017,108614.3,11055.0,10.18,633464,4164.3,428062.2,256524.1,20.85,238,4.31,171.5
C0008,Vertex Financial,Consumer Goods,IL,1964,2018,120736.0,18834.8,15.6,769854,3093.0,214612.1,355270.0,11.16,231,5.3,156.8
C0008,Vertex Financial,Consumer Goods,IL,1964,2019,116628.0,14987.5,12.85,697307,4536.1,555360.3,352259.1,-3.4,240,4.25,167.3
C0008,Vertex Financial,Consumer Goods,IL,1964,2020,117803.3,10491.3,8.91,696590,566.0,144120.6,374213.0,1.01,230,2.8,169.1
C0008,Vertex Financial,Consumer Goods,IL,1964,2021,136020.6,12136.9,8.92,890218,4213.5,490290.5,398404.8,15.46,231,3.05,152.8
C0008,Vertex Financial,Consumer Goods,IL,1964,2022,149492.6,11123.8,7.44,952803,2069.4,435002.6,192896.6,9.9,227,5.77,156.9
C0008,Vertex Financial,Consumer Goods,IL,1964,2023,162248.7,13873.2,8.55,992084,5465.0,377229.3,402038.4,8.53,223,3.45,163.5
C0009,Titan Corp,Technology,CT,1915,2014,40558.8,8968.9,22.11,182199,1337.0,157003.6,99447.1,31.48,397,9.02,222.6
C0009,Titan Corp,Technology,CT,1915,2015,44380.7,5286.9,11.91,192493,3529.9,57204.9,62641.0,9.42,391,8.44,230.6
C0009,Titan Corp,Technology,CT,1915,2016,62745.5,8473.0,13.5,289398,5668.1,191001.9,145905.6,41.38,335,5.81,216.8
C0009,Titan Corp,Technology,CT,1915,2017,66493.2,10149.2,15.26,297447,9001.7,81502.3,138710.2,5.97,335,7.32,223.5
C0009,Titan Corp,Technology,CT,1915,2018,73304.3,12072.2,16.47,319324,12723.7,207979.1,96470.9,10.24,328,12.51,229.6
C0009,Titan Corp,Technology,CT,1915,2019,74894.2,10601.5,14.16,323861,10543.0,302640.1,72942.7,2.17,331,14.53,231.3
C0009,Titan Corp,Technology,CT,1915,2020,79209.1,9712.9,12.26,324145,9230.1,182826.1,188168.5,5.76,316,5.16,244.4
C0009,Titan Corp,Technology,CT,1915,2021,98952.2,7880.4,7.96,469004,9404.0,409382.6,282447.1,24.93,298,2.79,211.0
C0009,Titan Corp,Technology,CT,1915,2022,101257.3,14501.8,14.32,421747,5537.6,344102.8,322514.7,2.33,305,4.5,240.1
C0009,Titan Corp,Technology,CT,1915,2023,122976.8,15361.7,12.49,577934,20733.7,219812.0,260175.4,21.45,274,5.9,212.8
C0010,Keystone Enterprises,Health Care,OH,1926,2014,157735.3,27373.7,17.35,743070,12526.5,647935.1,262970.8,15.0,125,10.41,212.3
C0010,Keystone Enterprises,Health Care,OH,1926,2015,168779.7,29069.3,17.22,725759,26091.4,475778.3,240358.4,7.0,125,12.09,232.6
C0010,Keystone Enterprises,Health Care,OH,1926,2016,176907.9,29110.4,16.46,781421,7092.3,656459.1,271124.0,4.82,126,10.74,226.4
C0010,Keystone Enterprises,Health Care,OH,1926,2017,205879.3,32659.2,15.86,853759,31766.1,325539.3,472514.0,16.38,115,6.91,241.1
C0010,Keystone Enterprises,Health Care,OH,1926,2018,222386.8,44689.0,20.1,1081507,35986.4,215020.5,291502.3,8.02,119,15.33,205.6
C0010,Keystone Enterprises,Health Care,OH,1926,2019,245295.0,43574.8,17.76,1057945,29974.5,982184.8,558949.3,10.3,113,7.8,231.9
C0010,Keystone Enterprises,Health Care,OH,1926,2020,224580.8,42166.7,18.78,1025131,15977.4,421064.1,225864.4,-8.44,121,18.67,219.1
C0010,Keystone Enterprises,Health Care,OH,1926,2021,262276.4,46008.3,17.54,1188045,31337.2,922496.7,704550.8,16.78,125,6.53,220.8
C0010,Keystone Enterprises,Health Care,OH,1926,2022,311539.5,60473.0,19.41,1421435,35072.8,612138.7,310875.6,18.78,118,19.45,219.2
C0010,Keystone Enterprises,Health Care,OH,1926,2023,321569.8,58818.3,18.29,1379211,48283.9,1562442.5,438332.2,3.22,117,13.42,233.2
C0011,Meridian Corp,Technology,AZ,1950,2014,4145.2,1238.5,29.88,25769,335.5,13899.7,5194.9,-8.75,493,23.84,160.9
C0011,Meridian Corp,Technology,AZ,1950,2015,4282.4,972.6,22.71,27220,660.9,12548.8,8875.6,3.31,493,10.96,157.3
C0011,Meridian Corp,Technology,AZ,1950,2016,4807.2,1087.9,22.63,28448,190.9,8914.0,9455.8,12.26,492,11.51,169.0
C0011,Meridian Corp,Technology,AZ,1950,2017,6304.4,1344.1,21.32,41067,468.4,28647.6,9178.6,31.15,491,14.64,153.5
C0011,Meridian Corp,Technology,AZ,1950,2018,6873.8,1742.0,25.34,43384,1222.5,10728.6,7584.0,9.03,490,22.97,158.4
C0011,Meridian Corp,Technology,AZ,1950,2019,7583.3,1678.3,22.13,45856,1047.6,16176.6,12668.7,10.32,489,13.25,165.4
C0011,Meridian Corp,Technology,AZ,1950,2020,8375.1,1788.9,21.36,50350,1440.6,30896.7,9770.1,10.44,487,18.31,166.3
C0011,Meridian Corp,Technology,AZ,1950,2021,10028.2,2337.4,23.31,56709,1272.4,11247.4,15635.7,19.74,487,14.95,176.8
C0011,Meridian Corp,Technology,AZ,1950,2022,11796.2,3090.4,26.2,72000,678.7,12460.8,27285.5,17.63,486,11.33,163.8
C0011,Meridian Corp,Technology,AZ,1950,2023,14796.2,2636.3,17.82,81173,772.5,42355.7,26727.3,25.43,483,9.86,182.3
C0012,Sterling Group,Health Care,GA,1999,2014,95978.7,10836.9,11.29,308645,13423.0,204612.8,260234.5,6.77,227,4.16,311.0
C0012,Sterling Group,Health Care,GA,1999,2015,97845.3,9240.0,9.44,338063,1682.8,275259.4,211157.2,1.94,231,4.38,289.4
C0012,Sterling Group,Health Care,GA,1999,2016,93016.9,11560.1,12.43,264811,8085.6,419087.4,153010.4,-4.93,252,7.56,351.3
C0012,Sterling Group,Health Care,GA,1999,2017,108045.8,12077.0,11.18,315408,2030.5,534043.3,163296.3,16.16,239,7.4,342.6
C0012,Sterling Group,Health Care,GA,1999,2018,110781.8,11855.1,10.7,379205,10569.7,559689.7,165654.5,2.53,245,7.16,292.1
C0012,Sterling Group,Health Care,GA,1999,2019,106896.9,6704.0,6.27,322065,16615.1,275685.0,226692.4,-3.51,267,2.96,331.9
C0012,Sterling Group,Health Care,GA,1999,2020,97846.2,9991.6,10.21,279474,7496.2,173362.1,241101.0,-8.47,272,4.14,350.1
C0012,Sterling Group,Health Care,GA,1999,2021,103259.0,9457.7,9.16,316034,7156.5,409915.2,203727.0,5.53,289,4.64,326.7
C0012,Sterling Group,Health Care,GA,1999,2022,104836.8,10031.2,9.57,311519,17090.0,249299.5,103752.0,1.53,299,9.67,336.5
C0012,Sterling Group,Health Care,GA,1999,2023,116838.3,15936.6,13.64,386458,3765.4,508660.9,356927.7,11.45,285,4.46,302.3
C0013,Continental Financial,Industrials,MI,1969,2014,35141.5,3141.8,8.94,206913,152.2,68253.9,53766.0,5.89,413,5.84,169.8
C0013,Continental Financial,Industrials,MI,1969,2015,35861.4,2399.5,6.69,226922,552.5,84721.8,59322.8,2.05,412,4.04,158.0
C0013,Continental Financial,Industrials,MI,1969,2016,37665.9,2594.0,6.89,256809,1492.8,183466.0,77580.6,5.03,414,3.34,146.7
C0013,Continental Financial,Industrials,MI,1969,2017,38017.5,3824.8,10.06,259606,1283.9,179836.9,72195.3,0.93,418,5.3,146.4
C0013,Continental Financial,Industrials,MI,1969,2018,41978.0,4532.6,10.8,295607,158.4,216212.7,112132.1,10.42,419,4.04,142.0
C0013,Continental Financial,Industrials,MI,1969,2019,41737.3,4395.2,10.53,285301,1334.3,145381.8,119818.6,-0.57,427,3.67,146.3
C0013,Continental Financial,Industrials,MI,1969,2020,39641.2,3844.6,9.7,233556,710.7,81204.4,71484.6,-5.02,427,5.38,169.7
C0013,Continental Financial,Industrials,MI,1969,2021,44035.7,3991.2,9.06,308070,750.3,101934.9,90527.7,11.09,429,4.41,142.9
C0013,Continental Financial,Industrials,MI,1969,2022,47169.1,4114.7,8.72,284598,664.0,156952.3,87302.4,7.12,427,4.71,165.7
C0013,Continental Financial,Industrials,MI,1969,2023,49196.2,6585.3,13.39,337215,1904.1,220707.6,60355.9,4.3,431,10.91,145.9
C0014,Titan Holdings,Financial Services,FL,2004,2014,88871.8,14449.4,16.26,583456,1821.0,179535.4,215489.9,-2.99,243,6.71,152.3
C0014,Titan Holdings,Financial Services,FL,2004,2015,85923.2,10071.4,11.72,666259,639.2,197236.4,193461.2,-3.32,260,5.21,129.0
C0014,Titan Holdings,Financial Services,FL,2004,2016,84550.4,11136.8,13.17,559536,3381.2,241604.8,245773.1,-1.6,270,4.53,151.1
C0014,Titan Holdings,Financial Services,FL,2004,2017,92873.8,16212.6,17.46,615936,3453.5,459872.3,150813.1,9.84,261,10.75,150.8
C0014,Titan Holdings,Financial Services,FL,2004,2018,92006.6,12885.5,14.0,620239,3306.3,183813.0,232052.3,-0.93,280,5.55,148.3
C0014,Titan Holdings,Financial Services,FL,2004,2019,100131.1,14008.9,13.99,696449,2625.3,132179.1,308870.3,8.83,274,4.54,143.8
C0014,Titan Holdings,Financial Services,FL,2004,2020,94854.9,13977.2,14.74,657180,1397.6,304073.5,150136.1,-5.27,283,9.31,144.3
C0014,Titan Holdings,Financial Services,FL,2004,2021,99232.8,15146.0,15.26,696891,781.8,201876.1,232402.2,4.62,297,6.52,142.4
C0014,Titan Holdings,Financial Services,FL,2004,2022,101133.7,14235.6,14.08,766342,1532.7,345866.6,315766.3,1.92,306,4.51,132.0
C0014,Titan Holdings,Financial Services,FL,2004,2023,102566.0,16937.5,16.51,672062,1760.4,399119.6,325076.5,1.42,319,5.21,152.6
C0015,Sterling Holdings,Technology,GA,1895,2014,135770.5,30344.1,22.35,798329,14195.1,249848.4,390855.5,6.0,152,7.76,170.1
C0015,Sterling Holdings,Technology,GA,1895,2015,155653.4,42245.6,27.14,945841,10527.5,609317.0,213249.4,14.64,141,19.81,164.6
C0015,Sterling Holdings,Technology,GA,1895,2016,175572.5,44686.9,25.45,1069541,10480.4,887722.4,443992.0,12.8,127,10.06,164.2
C0015,Sterling Holdings,Technology,GA,1895,2017,217064.3,59121.0,27.24,1277206,29052.3,239576.1,197782.9,23.63,108,29.89,170.0
C0015,Sterling Holdings,Technology,GA,1895,2018,231867.4,59226.4,25.54,1494175,21477.3,643608.4,381811.5,6.82,114,15.51,155.2
C0015,Sterling Holdings,Technology,GA,1895,2019,269822.0,78484.8,29.09,1887914,48339.0,338640.8,481570.7,16.37,105,16.3,142.9
C0015,Sterling Holdings,Technology,GA,1895,2020,292615.0,82631.7,28.24,1772954,40934.8,887123.5,882019.2,8.45,90,9.37,165.0
C0015,Sterling Holdings,Technology,GA,1895,2021,325782.7,90573.6,27.8,1934114,17808.6,1666559.7,449777.9,11.33,92,20.14,168.4
C0015,Sterling Holdings,Technology,GA,1895,2022,365626.2,73098.4,19.99,2407691,27072.8,1622603.0,445601.6,12.23,92,16.4,151.9
C0015,Sterling Holdings,Technology,GA,1895,2023,429303.8,120525.4,28.07,2709678,45728.0,521256.5,554546.2,17.42,83,21.73,158.4
C0016,Beacon Motors,Industrials,TX,1906,2014,72788.9,4971.4,6.83,195077,1241.0,313353.4,147358.7,-0.02,285,3.37,373.1
C0016,Beacon Motors,Industrials,TX,1906,2015,75994.4,11197.3,14.73,187605,2525.2,86648.5,151881.8,4.4,282,7.37,405.1
C0016,Beacon Motors,Industrials,TX,1906,2016,82302.2,10437.6,12.68,208122,1378.0,204093.1,172778.5,8.3,279,6.04,395.5
C0016,Beacon Motors,Industrials,TX,1906,2017,94540.7,13261.2,14.03,238445,1380.5,147294.5,274720.1,14.87,258,4.83,396.5
C0016,Beacon Motors,Industrials,TX,1906,2018,103371.2,13999.4,13.54,293469,982.2,161342.3,95082.8,9.34,262,14.72,352.2
C0016,Beacon Motors,Industrials,TX,1906,2019,110433.0,18636.0,16.88,266452,3304.5,135365.9,249789.0,6.83,255,7.46,414.5
C0016,Beacon Motors,Industrials,TX,1906,2020,92758.2,9981.1,10.76,250906,3677.8,187015.6,123909.2,-16.01,288,8.06,369.7
C0016,Beacon Motors,Industrials,TX,1906,2021,109288.0,13374.3,12.24,307053,3292.1,515595.0,300900.1,17.82,275,4.44,355.9
C0016,Beacon Motors,Industrials,TX,1906,2022,120461.7,13708.1,11.38,308870,4490.5,460340.2,378437.3,10.22,268,3.62,390.0
C0016,Beacon Motors,Industrials,TX,1906,2023,131550.8,20512.0,15.59,321764,1245.5,416370.6,138781.0,9.21,263,14.78,408.8
C0017,Zenith Technologies,Technology,CA,1976,2014,19254.3,2619.8,13.61,129378,1248.0,74839.7,59708.4,14.28,463,4.39,148.8
C0017,Zenith Technologies,Technology,CA,1976,2015,19498.2,2527.2,12.96,127177,2701.3,100709.5,24741.1,1.27,463,10.21,153.3
C0017,Zenith Technologies,Technology,CA,1976,2016,23305.1,1867.6,8.01,156147,427.5,61530.1,52223.3,19.52,461,3.58,149.3
C0017,Zenith Technologies,Technology,CA,1976,2017,26738.2,3566.1,13.34,181621,3859.4,95678.8,57120.0,14.73,454,6.24,147.2
C0017,Zenith Technologies,Technology,CA,1976,2018,28053.2,3082.8,10.99,186323,4443.9,106865.0,31081.2,4.92,453,9.92,150.6
C0017,Zenith Technologies,Technology,CA,1976,2019,28732.3,1584.0,5.51,202222,3186.1,98731.2,48234.6,2.42,456,3.28,142.1
C0017,Zenith Technologies,Technology,CA,1976,2020,24940.1,991.1,3.97,165394,1810.6,28291.2,30649.3,-13.2,462,3.23,150.8
C0017,Zenith Technologies,Technology,CA,1976,2021,35840.8,2705.0,7.55,236993,1789.3,49100.7,60144.5,43.71,451,4.5,151.2
C0017,Zenith Technologies,Technology,CA,1976,2022,43606.7,3606.5,8.27,305486,1257.6,153052.9,135439.0,21.67,439,2.66,142.7
C0017,Zenith Technologies,Technology,CA,1976,2023,55252.1,4602.2,8.33,392977,5456.9,180665.3,76634.9,26.71,415,6.01,140.6
C0018,Alliance Capital,Energy,NY,1978,2014,273840.0,2961.6,1.08,2340746,4597.9,391112.8,307394.0,3.1,69,0.96,117.0
C0018,Alliance Capital,Energy,NY,1978,2015,237738.7,-17821.6,-7.5,1902443,2155.8,403662.1,331598.4,-13.18,82,-5.37,125.0
C0018,Alliance Capital,Energy,NY,1978,2016,319262.1,13387.0,4.19,2818953,11649.3,498839.3,958072.9,34.29,62,1.4,113.3
C0018,Alliance Capital,Energy,NY,1978,2017,306967.3,856.6,0.28,2707215,7848.7,1184297.8,287907.4,-3.85,71,0.3,113.4
C0018,Alliance Capital,Energy,NY,1978,2018,299673.2,3606.7,1.2,2517526,148.6,925666.7,619285.8,-2.38,83,0.58,119.0
C0018,Alliance Capital,Energy,NY,1978,2019,408410.6,-1126.7,-0.28,3847931,2825.0,485868.8,643699.7,36.29,58,-0.18,106.1
C0018,Alliance Capital,Energy,NY,1978,2020,576992.9,-6670.8,-1.16,5416458,6582.8,1164344.4,552524.0,41.28,20,-1.21,106.5
C0018,Alliance Capital,Energy,NY,1978,2021,788415.4,18305.6,2.32,6949853,21391.6,3230408.5,1646306.9,36.64,12,1.11,113.4
C0018,Alliance Capital,Energy,NY,1978,2022,859040.1,-37410.5,-4.35,6806362,22506.7,2310932.0,804360.0,8.96,10,-4.65,126.2
C0018,Alliance Capital,Energy,NY,1978,2023,959408.6,73956.4,7.71,8337402,23790.1,3726884.7,2758896.8,11.68,11,2.68,115.1
C0019,Atlas Manufacturing,Automotive,NY,1924,2014,21031.6,1224.7,5.82,81189,549.0,30482.5,33217.3,5.26,461,3.69,259.0
C0019,Atlas Manufacturing,Automotive,NY,1924,2015,18968.0,6.4,0.03,66620,715.1,94177.5,35010.5,-9.81,465,0.02,284.7
C0019,Atlas Manufacturing,Automotive,NY,1924,2016,20431.6,1169.0,5.72,66273,117.8,72193.2,29316.6,7.72,465,3.99,308.3
C0019,Atlas Manufacturing,Automotive,NY,1924,2017,17377.1,1033.1,5.95,66162,342.6,73134.3,26476.0,-14.95,474,3.9,262.6
C0019,Atlas Manufacturing,Automotive,NY,1924,2018,19329.7,2227.3,11.52,73650,697.5,89954.0,60058.8,11.24,474,3.71,262.5
C0019,Atlas Manufacturing,Automotive,NY,1924,2019,21683.5,874.6,4.03,76401,486.0,51558.4,33905.9,12.18,472,2.58,283.8
C0019,Atlas Manufacturing,Automotive,NY,1924,2020,21085.2,2639.1,12.52,81315,531.5,66138.9,39761.6,-2.76,470,6.64,259.3
C0019,Atlas Manufacturing,Automotive,NY,1924,2021,25408.5,3204.6,12.61,85450,728.3,105540.3,56462.8,20.5,466,5.68,297.3
C0019,Atlas Manufacturing,Automotive,NY,1924,2022,28911.0,2528.7,8.75,108218,923.7,108352.4,82297.8,13.78,466,3.07,267.2
